,DBUID,dbpop,A_21,A_20,area,lim,lico,vismin,pop,immig,no_car_rate
2000,35200886003,160.0,12.910814371495515,12.910814371495515,10873.614373129223,39.101717305151915,48.61294583883752,92.99867899603699,757.0,21.136063408190225,35.7383382048784
2001,35200886006,513.0,8.8770768626929,8.8770768626929,41429.68145085199,125.36988110964333,155.8652575957728,298.1770145310436,757.0,67.76750330250991,114.58604686939137
2002,35200887001,65.0,13.188167800573309,13.188167800573309,4497.57206329115,13.333333333333334,15.555555555555555,25.555555555555557,585.0,3.3333333333333335,14.51869989573185
2003,35200887002,205.0,14.36851392749222,14.36851392749222,18635.673325371612,42.05128205128205,49.05982905982906,80.5982905982906,585.0,10.512820512820513,45.78974582500045
2004,35200887003,10.0,13.690170395533283,13.690170395533283,5547.92391937634,2.051282051282051,2.393162393162393,3.9316239316239314,585.0,0.5128205128205128,2.2336461378049
2005,35200887004,129.0,14.045286103519068,14.045286103519068,9758.212354895299,26.46153846153846,30.871794871794872,50.717948717948715,585.0,6.615384615384615,28.81403517768321
2006,35200887005,176.0,15.42633668657911,15.430696035107406,13606.587381728183,36.1025641025641,42.11965811965812,69.19658119658119,585.0,9.025641025641026,39.31217202536624
2007,35200888003,292.0,14.468395645895532,14.609035488703807,20947.977488933157,55.468113975576664,69.33514246947082,150.5563093622795,737.0,27.734056987788332,169.09096173254133
2008,35200888004,99.0,12.58534233869379,12.513408830230444,17968.479315874178,18.80597014925373,23.507462686567163,51.04477611940298,737.0,9.402985074626866,57.32878497096436
2009,35200888005,346.0,9.91982166757831,9.8685515994409,69895.41094919476,65.7259158751696,82.15739484396201,178.3989145183175,737.0,32.8629579375848,200.36120808034008
2010,35200889001,32.0,9.497321510305841,9.497321510305841,6855.276150442976,7.2617246596066565,9.440242057488653,17.18608169440242,661.0,3.6308623298033282,15.087577041996832
2011,35200889002,182.0,10.706721233917367,10.620089845176892,11780.914133028842,41.30105900151286,53.69137670196672,97.74583963691377,661.0,20.65052950075643,85.81059442635699
2012,35200889004,59.0,7.901572326365088,7.877778017188504,2146.5768753532266,13.388804841149772,17.405446293494705,31.686838124054464,661.0,6.694402420574886,27.81772017118166
2013,35200889005,388.0,8.850431961824324,8.805356362140014,19824.86101103632,88.04841149773071,114.46293494704993,208.38124054462935,661.0,44.024205748865356,182.9368716342116
2014,35200890004,388.0,10.695239534843855,10.68436807545847,23544.457447354176,102.27891156462584,158.3673469387755,207.85714285714286,588.0,39.59183673469388,182.9368716342116
2015,35200890007,200.0,11.169332136334345,11.148099224162825,25866.45801992398,52.72108843537415,81.63265306122449,107.14285714285714,588.0,20.408163265306122,94.2973565124802
2016,35200891004,332.0,13.263622562490935,13.031767882936277,23176.445462288797,100.0,75.0,245.0,332.0,35.0,192.25410717535522
2017,35200892002,117.0,6.128338730354828,6.128338730354828,11195.626460960533,23.177496038034864,29.667194928684626,38.938193343898575,631.0,2.781299524564184,55.163953559800916
2018,35200892004,104.0,8.110146369112442,8.110146369112442,17513.04785480178,20.602218700475436,26.370839936608558,34.61172741679873,631.0,2.472266244057052,49.03462538648971
2019,35200892005,40.0,9.478854593699753,9.478854593699753,4510.69531580964,7.9239302694136295,10.142630744849445,13.312202852614897,631.0,0.9508716323296355,18.85947130249604
2020,35200892010,335.0,7.959839207371704,7.959839207371704,21914.417397537556,66.36291600633915,84.9445324881141,111.48969889064976,631.0,7.9635499207606975,157.94807215840433
2021,35200892011,35.0,9.316041029894013,9.316041029894013,12582.232172083744,6.933438985736926,8.874801901743265,11.648177496038034,631.0,0.8320126782884311,16.502037389684034
2022,35200893004,290.0,6.706128963734832,6.706128963734832,26535.04672267072,95.0,115.0,160.0,290.0,50.0,136.7311669430963
2023,35200894002,40.0,4.494565940543247,4.494565940543247,7982.427814977269,25.096525096525095,21.62162162162162,29.343629343629345,518.0,3.088803088803089,18.85947130249604
2024,35200894005,478.0,4.8507566137436555,4.8507566137436555,38532.384619690194,299.9034749034749,258.3783783783784,350.65637065637065,518.0,36.91119691119691,225.3706820648277
2025,35200895008,313.0,5.948377124750741,5.948377124750741,31744.830545628785,105.09074410163339,127.8130671506352,170.4174228675136,551.0,53.96551724137931,191.02238075255278
2026,35200895009,238.0,8.350516398870429,8.350516398870429,21684.63134798257,79.90925589836661,97.1869328493648,129.5825771324864,551.0,41.03448275862069,145.25024478948103
2027,35200896001,213.0,8.097564875172026,8.097564875172026,19469.17046509879,69.19491525423729,78.22033898305085,102.28813559322033,354.0,30.084745762711865,129.9928661351238
2028,35200896002,141.0,7.432363695164577,7.432363695164577,19552.875352670802,45.80508474576271,51.779661016949156,67.71186440677967,354.0,19.915254237288135,86.0516156105749
2029,35200897001,219.0,10.154818066698738,10.155103803191345,27055.745173683492,76.23417721518987,97.0253164556962,136.875,632.0,20.79113924050633,133.65463701216953
2030,35200897002,173.0,12.274593282121796,12.269572072269542,21551.33029332708,60.221518987341774,76.64556962025317,108.125,632.0,16.424050632911392,105.58106028815217
2031,35200897008,102.0,10.301036638996603,10.301036638996603,18026.232361583985,35.50632911392405,45.18987341772152,63.75,632.0,9.683544303797468,62.25010490977758
2032,35200897009,138.0,11.894402667219094,11.894400687198308,17613.17874355348,48.037974683544306,61.139240506329116,86.25,632.0,13.10126582278481,84.22073017205203
2033,35200898001,290.0,13.60906897740979,13.5219504270791,13571.537960394602,77.40213523131672,90.30249110320284,134.16370106761565,562.0,28.380782918149468,176.9855923905441
2034,35200898002,272.0,15.66810783799674,15.568644298620484,22335.05521362817,72.59786476868328,84.69750889679716,125.83629893238434,562.0,26.619217081850532,166.00027975940688
2035,35200899001,15.0,17.79635282772225,16.823700489314973,15645.487956049343,6.147540983606557,7.7283372365339575,6.498829039812646,427.0,1.756440281030445,9.154427192614351
2036,35200899002,223.0,16.911123145803234,16.219041596962008,22988.21202609749,91.39344262295081,114.89461358313817,96.61592505854802,427.0,26.11241217798595,136.09581759686668
2037,35200899003,189.0,13.981963037177264,13.864316250711235,21850.096922154455,77.45901639344262,97.37704918032787,81.88524590163935,427.0,22.131147540983605,115.34578262694082
2038,35200900001,491.0,17.63850151426183,16.4519186733617,8757.213435805925,85.0,70.0,345.0,491.0,50.0,299.6549167715764
2039,35200901006,0.0,16.753687463887463,15.658490209955044,10072.538369394177,0.0,0.0,0.0,403.0,0.0,0.0
