"","fromId","min_travel_time"
"907","11527",27
"908","11528",27
"909","11529",27
"910","1153",51
"911","11530",25
"912","11531",30
"913","11532",27
"914","11533",35
"915","11534",32
"916","11535",31
"917","11536",17
"918","11537",17
"919","11538",17
"920","11539",17
"921","11540",17
"922","11541",17
"923","11542",17
"924","11543",17
"925","11544",13
"926","11545",13
"927","11546",16
"928","11547",15
"929","11548",14
"930","11549",20
"931","11550",19
"932","11551",22
"933","11552",26
"934","11553",26
"935","11554",27
"936","11555",25
"937","11556",25
"938","11557",25
"939","11558",25
"940","11559",27
"941","11560",27
"942","11561",27
"943","11562",27
"944","11563",27
"945","11564",27
"946","11565",27
"947","11566",27
"948","11567",27
"949","11568",22
"950","11569",24
"951","11570",17
"952","11571",22
"953","11572",16
"954","11573",17
"955","11574",16
"956","11575",16
"957","11576",16
"958","11577",9
"959","11578",5
"960","11579",4
"961","11580",4
"962","11581",7
"963","11582",10
"964","11583",8
"965","11584",13
"966","11585",13
"967","11586",28
"968","11587",18
"969","11588",18
"970","11589",18
"971","11590",21
"972","11591",21
"973","11592",29
"974","11593",21
"975","11594",21
"976","11595",29
"977","11596",29
"978","11597",29
"979","11598",29
"980","11599",29
"981","11600",31
"982","11601",21
"983","11602",21
"984","11603",23
"985","11604",19
"986","11605",15
"987","11606",12
"988","11607",10
"989","11608",13
"990","11609",5
"991","11610",6
"992","11611",7
"993","11612",9
"994","11613",12
"995","11614",14
"996","11615",17
"997","11616",17
"998","11617",17
"999","11618",29
"1000","11619",17
"1001","11620",17
"1002","11621",17
"1003","11622",29
"1004","11623",20
"1005","11624",29
"1006","11625",29
"1007","11626",29
"1008","11627",38
"1009","11628",29
"1010","11629",29
"1011","11630",29
"1012","11631",29
"1013","11632",29
"1014","11633",29
"1015","11634",11
"1016","11635",30
"1017","11636",31
"1018","11637",32
"1019","11638",35
"1020","11639",35
"1021","11640",35
"1022","11641",35
"1023","11642",35
"1024","11643",41
"1025","11644",41
"1026","11645",41
"1027","11646",47
"1028","11647",47
"1029","11648",47
"1030","11649",47
"1031","11727",15
"1032","11728",28
"1033","11729",28
"1034","11730",28
"1035","11731",28
"1036","11732",39
"1037","11733",39
"1038","11734",39
"1039","11735",40
"1040","11736",40
"1041","11737",40
"1042","11738",27
"1043","11739",27
"1044","11740",25
"1045","11741",25
"1046","11742",25
"1047","11743",27
"1048","11744",30
"1049","11745",35
"1050","11746",33
"1051","11747",17
"1052","11748",17
"1053","11749",17
"1054","11750",17
"1055","11751",17
"1056","11752",17
"1057","11753",19
"1058","11754",20
"1059","11755",23
"1060","11756",21
"1061","11757",18
"1062","11758",15
"1063","11759",12
"1064","11760",14
"1065","11761",16
"1066","11762",20
"1067","11763",26
"1068","11764",26
"1069","11765",26
"1070","11766",27
"1071","11767",27
"1072","11768",27
"1073","11769",27
"1074","11770",27
"1075","11771",25
"1076","11772",25
"1077","11773",27
"1078","11774",27
"1079","11775",27
"1080","11776",27
"1081","11777",27
"1082","11778",27
"1083","11779",27
"1084","11780",22
"1085","11781",22
"1086","11782",22
"1087","11783",17
"1088","11784",17
"1089","11785",17
"1090","11786",17
"1091","11787",16
"1092","11788",11
"1093","11789",12
"1094","11790",5
"1095","11791",5
"1096","11792",4
"1097","11793",9
"1098","11794",8
"1099","11795",8
"1100","11796",10
"1101","11797",13
"1102","11798",10
"1103","11799",13
"1104","11800",18
"1105","11801",18
"1106","11802",18
"1107","11803",29
"1108","11804",21
"1109","11805",21
"1110","11806",21
"1111","11807",29
"1112","11808",29
"1113","11809",29
"1114","11810",29
"1115","11811",29
"1116","11812",30
"1117","11813",27
"1118","11814",25
"1119","11815",21
"1120","11816",15
"1121","11817",15
"1122","11818",12
"1123","11819",10
"1124","11820",6
"1125","11821",10
"1126","11822",10
"1127","11823",10
"1128","11824",13
"1129","11825",13
"1130","11826",16
"1131","11827",19
"1132","11828",20
"1133","11829",29
"1134","11830",28
"1135","11831",17
"1136","11832",17
"1137","11833",17
"1138","11834",20
"1139","11835",29
"1140","11836",29
"1141","11837",29
"1142","11838",38
"1143","11839",34
"1144","11840",29
"1145","11841",29
"1146","11842",28
"1147","11843",29
"1148","11844",29
"1149","11845",31
"1150","11846",32
"1151","11847",33
"1152","11848",30
"1153","11849",35
"1154","11850",35
"1155","11851",35
"1156","11852",35
"1157","11853",35
"1158","11854",35
"1159","11855",41
"1160","11856",41
"1161","11857",41
"1162","11858",47
"1163","11859",47
"1164","11860",47
"1165","11939",15
"1166","11940",28
"1167","11941",28
"1168","11942",28
"1169","11943",28
"1170","11944",28
"1171","11945",28
"1172","11946",39
"1173","11947",39
"1174","11948",40
"1175","11949",40
"1176","11950",40
"1177","11951",27
"1178","11952",27
"1179","11953",25
"1180","11954",25
"1181","11955",27
"1182","11956",27
"1183","11957",35
"1184","11958",35
"1185","11959",17
"1186","11960",17
"1187","11961",17
"1188","11962",17
"1189","11963",27
"1190","11964",25
"1191","11965",23
"1192","11966",24
"1193","11967",24
"1194","11968",23
"1195","11969",21
"1196","11970",10
"1197","11971",11
"1198","11972",10
"1199","11973",14
"1200","11974",17
"1201","11975",20
"1202","11976",25
"1203","11977",26
"1204","11978",27
"1205","11979",27
"1206","11980",27
"1207","11981",27
"1208","11982",27
"1209","11983",27
"1210","11984",27
"1211","11985",25
"1212","11986",27
"1213","11987",27
"1214","11988",27
"1215","11989",27
"1216","11990",27
"1217","11991",27
"1218","11992",27
"1219","11993",22
"1220","11994",22
"1221","11995",22
"1222","11996",22
"1223","11997",17
"1224","11998",19
"1225","11999",17
"1226","12000",14
"1227","12001",11
"1228","12002",7
"1229","12003",6
"1230","12004",8
"1231","12005",7
"1232","12006",9
"1233","12007",10
"1234","12008",13
"1235","12009",10
"1236","12010",8
"1237","12011",13
"1238","12012",13
"1239","12013",13
"1240","12014",18
"1241","12015",18
"1242","12016",21
"1243","12017",18
"1244","12018",21
"1245","12019",21
"1246","12020",21
"1247","12021",29
"1248","12022",29
"1249","12023",29
"1250","12024",29
"1251","12025",29
"1252","12026",31
"1253","12027",31
"1254","12028",15
"1255","12029",15
"1256","12030",15
"1257","12031",12
"1258","12032",9
"1259","12033",10
"1260","12034",11
"1261","12035",12
"1262","12036",14
"1263","12037",15
"1264","12038",17
"1265","12039",19
"1266","12040",17
"1267","12041",29
"1268","12042",26
"1269","12043",28
"1270","12044",20
"1271","12045",17
"1272","12046",17
"1273","12047",29
"1274","12048",29
"1275","12049",29
"1276","12050",29
"1277","12051",29
"1278","12052",28
"1279","12053",27
"1280","12054",25
"1281","12055",27
"1282","12056",23
"1283","12057",22
"1284","12058",22
"1285","12059",27
"1286","12060",35
"1287","12061",35
"1288","12062",35
"1289","12063",35
"1290","12064",35
"1291","12065",35
"1292","12066",35
"1293","12067",41
"1294","12068",41
"1295","12069",41
"1296","12070",41
"1297","12071",41
"1298","12072",41
"1299","12073",51
"1300","12150",15
"1301","12151",28
"1302","12152",28
"1303","12153",28
"1304","12154",28
"1305","12155",28
"1306","12156",28
"1307","12157",28
"1308","12158",28
"1309","12159",39
"1310","12160",39
"1311","12161",39
"1312","12162",39
"1313","12163",27
"1314","12164",27
"1315","12165",25
"1316","12166",27
"1317","12167",27
"1318","12168",30
"1319","12169",35
"1320","12170",37
"1321","12171",38
"1322","12172",17
"1323","12173",32
"1324","12174",29
"1325","12175",28
"1326","12176",26
"1327","12177",27
"1328","12178",27
"1329","12179",25
"1330","12180",23
"1331","12181",8
"1332","12182",9
"1333","12183",7
"1334","12184",14
"1335","12185",15
"1336","12186",18
"1337","12187",22
"1338","12188",24
"1339","12189",26
"1340","12190",26
"1341","12191",27
"1342","12192",27
"1343","12193",27
"1344","12194",27
"1345","12195",27
"1346","12196",27
"1347","12197",27
"1348","12198",27
"1349","12199",27
"1350","12200",27
"1351","12201",25
"1352","12202",27
"1353","12203",27
"1354","12204",24
"1355","12205",22
"1356","12206",22
"1357","12207",22
"1358","12208",22
"1359","12209",20
"1360","12210",19
"1361","12211",17
"1362","12212",13
"1363","12213",10
"1364","12214",9
"1365","12215",10
"1366","12216",12
"1367","12217",15
"1368","12218",12
"1369","12219",13
"1370","12220",10
"1371","12221",10
"1372","12222",13
"1373","12223",8
"1374","12224",10
"1375","12225",18
"1376","12226",21
"1377","12227",13
"1378","12228",21
"1379","12229",18
"1380","12230",18
"1381","12231",18
"1382","12232",21
"1383","12233",29
"1384","12234",21
"1385","12235",29
"1386","12236",21
"1387","12237",29
"1388","12238",31
"1389","12239",23
"1390","12240",15
"1391","12241",15
"1392","12242",15
"1393","12243",12
"1394","12244",12
"1395","12245",14
"1396","12246",15
"1397","12247",15
"1398","12248",17
"1399","12249",18
"1400","12250",20
"1401","12251",17
"1402","12252",29
"1403","12253",29
"1404","12254",29
"1405","12255",29
"1406","12256",17
"1407","12257",17
"1408","12258",17
"1409","12259",20
"1410","12260",29
"1411","12261",29
"1412","12262",29
"1413","12263",29
"1414","12264",27
"1415","12265",23
"1416","12266",22
"1417","12267",22
"1418","12268",22
"1419","12269",11
"1420","12270",22
"1421","12271",35
"1422","12272",35
"1423","12273",35
"1424","12274",35
"1425","12275",35
"1426","12276",35
"1427","12277",35
"1428","12278",35
"1429","12279",41
"1430","12280",41
"1431","12281",41
"1432","12282",41
"1433","12283",41
"1434","12284",51
"1435","12285",47
"1436","12286",47
"1437","12287",47
"1438","12288",41
"1439","12362",28
"1440","12363",28
"1441","12364",28
"1442","12365",28
"1443","12366",28
"1444","12367",28
"1445","12368",28
"1446","12369",28
"1447","12370",39
"1448","12371",28
"1449","12372",28
"1450","12373",39
"1451","12374",35
"1452","12375",39
"1453","12376",25
"1454","12377",25
"1455","12378",25
"1456","12379",30
"1457","12380",35
"1458","12381",40
"1459","12382",40
"1460","12383",39
"1461","12384",36
"1462","12385",34
"1463","12386",33
"1464","12387",40
"1465","12388",40
"1466","12389",40
"1467","12390",29
"1468","12391",29
"1469","12392",12
"1470","12393",10
"1471","12394",5
"1472","12395",4
"1473","12396",17
"1474","12397",17
"1475","12398",18
"1476","12399",18
"1477","12400",24
"1478","12401",27
"1479","12402",27
"1480","12403",27
"1481","12404",27
"1482","12405",38
"1483","12406",27
"1484","12407",27
"1485","12408",27
"1486","12409",27
"1487","12410",27
"1488","12411",51
"1489","12412",46
"1490","12413",42
"1491","12414",27
"1492","12415",27
"1493","12416",27
"1494","12417",22
"1495","12418",22
"1496","12419",21
"1497","12420",22
"1498","12421",24
"1499","12422",20
"1500","12423",19
"1501","12424",19
"1502","12425",13
"1503","12426",11
"1504","12427",20
"1505","12428",13
"1506","12429",16
"1507","12430",13
"1508","12431",13
"1509","12432",13
"1510","12433",13
"1511","12434",13
"1512","12435",18
"1513","12436",13
"1514","12437",13
"1515","12438",18
"1516","12439",13
"1517","12440",13
"1518","12441",18
"1519","12442",13
"1520","12443",18
"1521","12444",18
"1522","12445",21
"1523","12446",18
"1524","12447",21
"1525","12448",21
"1526","12449",29
"1527","12450",29
"1528","12451",31
"1529","12452",30
"1530","12453",15
"1531","12454",15
"1532","12455",15
"1533","12456",15
"1534","12457",15
"1535","12458",15
"1536","12459",15
"1537","12460",19
"1538","12461",20
"1539","12462",20
"1540","12463",17
"1541","12464",20
"1542","12465",29
"1543","12466",29
"1544","12467",29
"1545","12468",20
"1546","12469",20
"1547","12470",20
"1548","12471",20
"1549","12472",20
"1550","12473",29
"1551","12474",28
"1552","12475",26
"1553","12476",27
"1554","12477",23
"1555","12478",24
"1556","12479",11
"1557","12480",11
"1558","12481",11
"1559","12482",11
"1560","12483",11
"1561","12484",31
"1562","12485",30
"1563","12486",33
"1564","12487",35
"1565","12488",35
"1566","12489",35
"1567","12490",35
"1568","12491",41
"1569","12492",41
"1570","12493",41
"1571","12494",41
"1572","12495",41
"1573","12496",41
"1574","12497",41
"1575","12498",41
"1576","12499",47
"1577","12500",41
"1578","12501",41
"1579","12503",41
"1580","12504",47
"1581","12574",15
"1582","12575",28
"1583","12576",28
"1584","12577",28
"1585","12578",28
"1586","12579",28
"1587","12580",28
"1588","12581",28
"1589","12582",28
"1590","12583",28
"1591","12584",28
"1592","12585",35
"1593","12586",28
"1594","12587",35
"1595","12588",27
"1596","12589",27
"1597","12590",27
"1598","12591",27
"1599","12592",35
"1600","12593",39
"1601","12594",42
"1602","12595",39
"1603","12596",38
"1604","12597",33
"1605","12598",33
"1606","12599",40
"1607","12600",40
"1608","12601",38
"1609","12602",29
"1610","12603",29
"1611","12604",10
"1612","12605",8
"1613","12606",5
"1614","12607",20
"1615","12608",18
"1616","12609",26
"1617","12610",26
"1618","12611",17
"1619","12612",17
"1620","12613",31
"1621","12614",26
"1622","12615",38
"1623","12616",38
"1624","12617",27
"1625","12618",27
"1626","12619",38
"1627","12620",38
"1628","12621",38
"1629","12622",27
"1630","12623",51
"1631","12624",42
"1632","12625",42
"1633","12626",27
"1634","12627",29
"1635","12628",22
"1636","12629",21
"1637","12630",20
"1638","12631",21
"1639","12632",22
"1640","12633",24
"1641","12634",20
"1642","12635",20
"1643","12636",16
"1644","12637",13
"1645","12638",20
"1646","12639",20
"1647","12640",20
"1648","12641",17
"1649","12642",17
"1650","12643",18
"1651","12644",13
"1652","12645",18
"1653","12646",18
"1654","12647",18
"1655","12648",13
"1656","12649",21
"1657","12650",18
"1658","12651",13
"1659","12652",13
"1660","12653",10
"1661","12654",13
