ctuid,h_N_hhld,h_N_no_car_hhld,year,no_car_rate
5350016.00,6122.91738768509,2907.61744601936,2016,0.474874518455434
5350017.00,4954.96261231491,2325.29255398064,2016,0.469285590208376
5350018.00,1738.02,758.65,2016,0.436502456818679
5350019.00,1027.99,417.49,2016,0.40612262765202
5350020.00,854.34,84.95,2016,0.0994334808156
5350021.00,2946.24,917.66,2016,0.311468176387531
5350022.00,1169.07572435847,228.704025837574,2016,0.195628068458162
5350023.00,1446.24427564153,282.925974162426,2016,0.195628068458162
5350024.00,2843.72,332.91,2016,0.117068487755475
5350025.00,1519.90754588944,373.945872148171,2016,0.24603198606356
5350026.00,1971.15,762.5,2016,0.386830023082972
5350027.00,1217.25278313233,462.972776272214,2016,0.380342343585246
5350028.01,1451.23859865024,413.059991264214,2016,0.284625830410237
5350028.02,3600.48140134976,1024.79000873579,2016,0.284625830410237
5350029.00,2702.69,1023.3,2016,0.378622779527064
5350030.00,3652.66,1658.36,2016,0.454014334758779
5350031.00,1904.13,1097.97,2016,0.576625545524728
5350032.00,2085.79,1517.46,2016,0.727522904990435
5350033.00,2691.56,1865.57,2016,0.693118488906062
5350034.01,1243.05945007849,796.769639790896,2016,0.640974685273971
5350034.02,3994.15054992151,2653.8603602091,2016,0.664436737433758
5350035.00,5700.87,3106.57,2016,0.544929107311691
5350036.00,3743.67,2499.81,2016,0.667743150437939
5350037.00,1644.27,1003.49,2016,0.61029514617429
5350038.00,1465.11,690.78,2016,0.471486782562401
5350039.00,2417.72,1400.05,2016,0.579078636070347
5350040.00,1170.06,261.35,2016,0.22336461378049
5350041.00,1562.1,270.33,2016,0.173055502208565
5350042.00,2285.44,1182.65,2016,0.517471471576589
5350043.00,1892.72,805.63,2016,0.425646688363836
5350044.00,6399.62,3213.05,2016,0.502068872839325
5350045.00,1157.58,550.39,2016,0.475466058501356
5350046.00,644.74,265.17,2016,0.411282067189875
5350047.02,1037.5275017794,580.941393570954,2016,0.559928669432489
5350047.03,318.371784614142,178.265489743844,2016,0.559928669432491
5350047.04,1100.27071360646,616.073116685202,2016,0.55992866943249
5350048.00,863.226025340695,336.080910290765,2016,0.389331299595748
5350049.00,1274.05397465931,496.029089709235,2016,0.389331299595746
5350050.01,4724.4689560499,842.904426000951,2016,0.178412522940081
5350050.03,1864.34461098313,441.339920034595,2016,0.23672657803423
5350050.04,700.540668993215,165.836595344575,2016,0.236726578034231
5350051.00,2290.65,1181.21,2016,0.515665859035645
5350052.00,2412.32,941.55,2016,0.390308914240233
5350053.00,1856.06,757.9,2016,0.408338092518561
5350054.00,2805.13,1779.09,2016,0.634227290713799
5350055.00,2208.94,1324.27,2016,0.599504739829964
5350056.00,1711.91,1073.41,2016,0.627024785181464
5350057.00,1351.65265938624,740.3895645418,2016,0.547766143469134
5350058.00,2016.73734061376,1104.7004354582,2016,0.547766143469136
5350059.00,920.01,519.31,2016,0.564461255855915
5350060.00,1462.12,852.99,2016,0.583392607993872
5350061.00,515.02,327.45,2016,0.635800551434896
5350062.01,4198.17951582579,2742.88893096806,2016,0.653351987600399
5350062.02,4437.78048417421,2888.70106903194,2016,0.65093374477027
5350063.03,3162.97033259127,2154.56677340869,2016,0.681184629273319
5350063.04,2553.08966740873,1661.95322659131,2016,0.650957640778092
5350063.05,2638.56859278979,1746.57808256441,2016,0.661941511521492
5350063.06,3784.66140721021,2757.53191743559,2016,0.728607296859417
5350064.00,4298.47293929067,3023.3540402773,2016,0.703355373635599
5350065.01,1814.09851143828,1275.95593632446,2016,0.703355373635602
5350065.02,3415.42854927105,2402.26002339824,2016,0.703355373635602
5350066.00,5197.49,3075.81,2016,0.591787574386868
5350067.00,556.926794660273,107.917752468955,2016,0.193773676367619
5350068.00,726.99,281.61,2016,0.387364337886353
5350069.00,1352.25320533973,199.832247531045,2016,0.147777240787416
5350070.00,2408.79,997.01,2016,0.413904906612864
5350071.00,1247.03,442.75,2016,0.355043583554526
5350072.01,2239.47,1177.65,2016,0.525861029618615
5350072.02,1036.19,371.25,2016,0.358283712446559
5350073.00,812.287216867668,308.947223727786,2016,0.380342343585246
5350074.00,1418.96,398.02,2016,0.280501212155381
5350075.00,1962.89098347246,565.645661126702,2016,0.288169677220711
5350076.00,1776.03471372236,749.689506749202,2016,0.422114219365646
5350077.00,1786.53245411056,439.544127851829,2016,0.246031986063561
5350078.00,2804.47,985.52,2016,0.351410426925587
5350079.00,2617.16,479.31,2016,0.183141267633618
5350080.01,2164.88688051246,997.217025209314,2016,0.460632393399353
5350080.02,1594.67461633788,734.461652312568,2016,0.46057148260078
5350081.00,1376.14528627764,580.890493250798,2016,0.422114219365645
5350082.00,1155.02901652754,332.844338873298,2016,0.288169677220712
5350083.00,1873.69,818.3,2016,0.436731796615235
5350084.00,1101.06,257.91,2016,0.234237916189853
5350085.00,1971.93982207135,864.73497934896,2016,0.438519963778931
5350086.00,741.779995783898,13.6199999225871,2016,0.018361239181428
5350087.00,2670.2300042161,381.590000077413,2016,0.142905292605847
5350088.00,2067.48,730.14,2016,0.353154564977654
5350089.00,2185.17,772.02,2016,0.353299743269402
5350090.00,2260.44,1029.04,2016,0.45523880306489
5350091.01,3285.7580975766,1772.74446308068,2016,0.539523729512578
5350091.02,1951.6019024234,1052.93553691932,2016,0.539523729512581
5350092.00,3713.46,2110.64,2016,0.568375585033904
5350093.00,2293.73,1253.94,2016,0.546681605943158
5350094.00,1494.85,772.22,2016,0.516586948523263
5350095.00,914.38,627.13,2016,0.685852708939391
5350096.01,460.527084511512,119.057718707272,2016,0.25852490051385
5350096.02,833.622915488488,215.512281292728,2016,0.258524900513851
5350097.01,2941.63474490469,1496.62911396494,2016,0.508774624911303
5350097.03,1147.75554445734,583.948896621153,2016,0.508774624911304
5350097.04,2745.65971063797,1396.92198941391,2016,0.508774624911303
5350098.00,1620.92,557.53,2016,0.343958986254719
5350099.00,2473.51,1183.73,2016,0.478562851979576
5350100.00,1456.91,742.71,2016,0.50978440672382
5350101.00,1188.57,417.84,2016,0.351548499457331
5350102.02,1670.38442860963,716.446911997993,2016,0.42891139292668
5350102.03,1932.71622970266,828.964010213773,2016,0.428911392926682
5350102.04,1456.41152549393,624.671496074074,2016,0.428911392926681
5350102.05,1735.31781619378,744.297581714161,2016,0.428911392926681
5350103.00,2607.53,552.32,2016,0.211817313703006
5350104.00,2817.66927498812,536.944873691447,2016,0.190563483960945
5350105.00,1199.44754742958,312.180624454612,2016,0.260270342895457
5350106.00,1394.58,438.14,2016,0.314173442900371
5350107.00,1300.6,164.44,2016,0.126433953559895
5350108.00,2716.14,1651.18,2016,0.607914172318069
5350109.00,2651.15,754.42,2016,0.284563302717688
5350110.00,999.008838415875,233.555479810566,2016,0.233787200702763
5350111.00,1095.33329555674,253.651954256218,2016,0.231575133601039
5350112.00,1223.13670444326,283.248045743782,2016,0.231575133601039
5350113.00,685.771161584124,160.324520189434,2016,0.233787200702762
5350114.00,2070.79,1102.82,2016,0.532560037473621
5350115.00,1785.3,943.5,2016,0.528482607965048
5350116.00,2233.67,591.75,2016,0.264922750451051
5350117.00,749.19,227.08,2016,0.303100682069969
5350118.00,1793.08206442591,370.794167924822,2016,0.206791521303593
5350119.00,2810.84524538149,873.727656854297,2016,0.310841608334689
5350120.00,971.8781316461,302.781714294945,2016,0.311542882215195
5350121.00,1124.9118683539,350.458285705054,2016,0.311542882215195
5350122.00,4523.98032778256,1723.71934974086,2016,0.381018312381952
5350123.00,394.549672217436,150.33065025914,2016,0.381018312381952
5350124.00,3601.83495329771,1589.0686780827,2016,0.441183091031921
5350125.00,1240.29057415477,32.9808572397719,2016,0.026591234285762
5350126.00,1725.0365225487,301.372847392089,2016,0.174705198094483
5350127.00,2110.96392317251,369.77878864064,2016,0.175170586565454
5350128.02,5655.4338243554,2640.37030208961,2016,0.466873167310123
5350128.04,1502.70591485769,701.573070005268,2016,0.466873167310125
5350128.05,2107.07412839893,983.736372082828,2016,0.466873167310124
5350128.06,998.14173282098,466.005592226546,2016,0.466873167310123
5350129.00,2775.594399567,1123.94466359575,2016,0.404938366993062
5350130.00,1265.54,226.78,2016,0.179196232438327
5350131.00,2414.52,672.03,2016,0.278328611898017
5350132.00,2128.41,457.6,2016,0.214996170850541
5350133.00,3298.01,801.22,2016,0.242940439840995
5350134.00,1183.67,146.96,2016,0.124156225975145
5350135.00,3288.14606909724,1450.43107508942,2016,0.441109076242357
5350136.01,3507.42660155813,1789.22116630986,2016,0.510123623261288
5350136.02,3856.23732934463,1967.15775860072,2016,0.510123623261289
5350137.00,3006.42,911.23,2016,0.303094710652537
5350138.00,1420.57,286.23,2016,0.201489542929951
5350139.01,1332.4172292682,159.761967332957,2016,0.119903858809078
5350139.02,885.88892231359,106.221500261615,2016,0.119903858809078
5350140.00,972.833848418206,116.646532405428,2016,0.119903858809077
5350141.01,1355.85325313261,148.509642328967,2016,0.109532238821454
5350141.02,1728.62674686739,189.340357671033,2016,0.109532238821455
5350142.00,2140.62,500.42,2016,0.23377339275537
5350150.00,1447.30467297678,202.097019554818,2016,0.139636818237552
5350151.00,1465.13349404049,701.505111065604,2016,0.478799449960713
5350152.00,1192.5731775823,130.604501853941,2016,0.109514874482348
5350153.00,1298.74284175273,157.182030661185,2016,0.121026292201972
5350154.00,3192.51937194171,329.206501147084,2016,0.103118090383539
5350155.00,822.057786305562,216.621468191732,2016,0.263511241910691
5350156.01,1862.38653040787,888.303786560097,2016,0.476970688982354
5350156.02,1827.69346959213,871.756213439903,2016,0.476970688982352
5350157.00,1142.38,348.82,2016,0.305344981529789
5350158.00,1923.35,1112.37,2016,0.578350274261055
5350159.01,1592.9513406321,253.122639894327,2016,0.158901677306656
5350159.02,1887.6286593679,299.947360105673,2016,0.158901677306656
5350160.00,1184.16,497.62,2016,0.420230374273747
5350161.00,2342.96,911.39,2016,0.388990849182231
5350162.00,1884.32,922.78,2016,0.489715122696782
5350163.00,1524.67,560.71,2016,0.367758269002473
5350164.00,2001.74,509.67,2016,0.254613486266948
5350165.00,2681.43132678261,1356.17435588422,2016,0.505765089837846
5350166.00,1651.43,401.78,2016,0.243292177082892
5350167.01,625.673061071123,316.443591941757,2016,0.505765089837847
5350167.02,2914.27830233887,1473.9402273949,2016,0.505765089837845
5350168.00,3285.23,1746.39,2016,0.531588351500504
5350169.01,2239.01392204838,791.366403025396,2016,0.353444163626016
5350169.02,2540.66607795163,897.983596974604,2016,0.353444163626016
5350170.00,957.28,213.32,2016,0.222839712518803
5350171.00,1408.24,622.69,2016,0.442176049537011
5350172.00,1077.76,656.92,2016,0.609523456057007
5350173.00,983,329.42,2016,0.335116988809766
5350174.00,3051.64,929.7,2016,0.304655857178435
5350175.01,1972.85513567516,558.961332237315,2016,0.283326090258535
5350175.02,4761.83,1414.59,2016,0.297068563976454
5350176.00,1457.71054979723,179.687232287225,2016,0.123266743395813
5350180.00,1912.10878286159,718.073062550568,2016,0.375539858917403
5350181.01,1854.17261962282,696.315652108211,2016,0.375539820154316
5350181.02,2031.37325564411,762.861547090875,2016,0.375539820154315
5350182.00,1592.44829694363,462.201297628248,2016,0.290245716934952
5350183.01,1369.07699497099,282.969754181032,2016,0.206686515966933
5350183.02,1126.39300502901,232.810245818968,2016,0.206686515966931
5350184.01,1948.2156932101,641.378667195164,2016,0.329213376850669
5350184.02,2279.9843067899,750.601332804836,2016,0.32921337685067
5350185.01,1845.81403162192,686.249681361517,2016,0.37178701082823
5350185.02,4504.20614630673,1674.60533928952,2016,0.37178701082823
5350186.00,730.264026826312,95.0788286447984,2016,0.130197880700773
5350187.00,1023.33,102.22,2016,0.099889576187545
5350188.00,1190.02170305637,345.398702371752,2016,0.290245716934955
5350189.00,4614.20994363559,1980.3176660832,2016,0.429178058708548
5350190.01,1491.47293079627,640.622829904614,2016,0.429523604939043
5350190.02,2256.64097058928,969.280564740647,2016,0.429523604939042
5350191.00,1583.88,374.73,2016,0.236589893173725
5350192.00,369.07,106.92,2016,0.289701140705015
5350193.00,1103.01,37.91,2016,0.034369588671
5350194.01,732.63768430994,255.994756326454,2016,0.349415218202394
5350194.02,1174.15858057709,410.268876636556,2016,0.349415218202393
5350194.03,966.609708916167,337.748142357495,2016,0.349415218202394
5350194.04,4249.62402619681,1342.2482246795,2016,0.31585105327088
5350195.01,1729.96569198627,273.603159436671,2016,0.158155251693189
5350195.02,839.530426044538,112.430030730106,2016,0.133920138260887
5350196.01,612.255244275499,97.5819716316889,2016,0.159381193618294
5350196.02,2467.78943589774,330.486702454182,2016,0.133920138260887
5350200.01,2726.47671740061,696.125272935297,2016,0.255320453863613
5350200.02,731.141506942762,189.930285858895,2016,0.259772265772573
5350201.00,2060.25433663887,276.826368229727,2016,0.13436514284025
5350202.00,1015.90606763946,136.502363890653,2016,0.13436514284025
5350203.00,1668.25891005963,224.155846744683,2016,0.134365142840251
5350204.00,1233.3979924277,234.557325105175,2016,0.190171644955815
5350205.00,1101.0720075723,209.392674894825,2016,0.190171644955814
5350206.01,2358.06,351.62,2016,0.149114102270511
5350206.02,2456.89,368.81,2016,0.150112540650986
5350207.00,984.578445807868,374.923699359359,2016,0.380796168101899
5350208.00,2015.49223985417,767.491721775581,2016,0.380796168101899
5350209.00,1830.32877671746,189.670339298907,2016,0.103626376698871
5350210.01,2155.23184594554,208.327494709872,2016,0.096661291963452
5350210.02,3615.51272135842,307.560321676434,2016,0.085066861986003
5350211.00,2425.55603817025,308.36,2016,0.12712961281761
5350212.00,2057.77,330.68,2016,0.160698231580789
5350213.01,862.066327542566,135.933645226796,2016,0.157683510982609
5350213.02,2747.3438250955,282.752548671861,2016,0.102918515727471
5350214.00,3597.75509222145,575.314785047341,2016,0.159909379682682
5350215.00,4849.58317691256,478.796315298782,2016,0.098729374841572
5350216.00,2478.43769232712,267.52616509321,2016,0.10794145276334
5350217.00,2478.37692287478,712.932704342345,2016,0.287661129250422
5350218.00,1170.7053847981,70.4511305644448,2016,0.06017836039645
5350219.00,1615.13525472266,159.349970221813,2016,0.098660449492309
5350220.00,1431.44380919169,107.293806101344,2016,0.07495495485913
5350221.01,3462.38927830494,354.131263904944,2016,0.102279447930336
5350221.02,1568.09250636142,160.548187398643,2016,0.102384385326333
5350222.01,2164.52771623872,262.554666008755,2016,0.121298823775282
5350222.02,2022.19708158055,245.29012743753,2016,0.121298823775283
5350223.01,706.053498418414,21.1454338222259,2016,0.0299487699864
5350223.02,713.036501581586,21.3545661777741,2016,0.0299487699864
5350224.00,498.09,25.93,2016,0.05205886486378
5350225.01,4597.92974679542,1188.87183105774,2016,0.258566767334002
5350225.02,1656.64516098312,428.353383894923,2016,0.258566767334002
5350226.00,1288.85,45.42,2016,0.035240718469954
5350227.00,433.136121581403,16.6271628795296,2016,0.038387846339906
5350228.00,1518.63,173.36,2016,0.114155521753159
5350229.00,302.773878418597,11.6228371204704,2016,0.038387846339906
5350230.01,1762.94111575469,198.028779824478,2016,0.11232864107302
5350230.02,1249.44184740639,140.348104818924,2016,0.11232864107302
5350231.00,2513.31,245.31,2016,0.097604354417084
5350232.00,1286.83,10.42,2016,0.00809741768532
5350233.00,2076.14,81.73,2016,0.039366324043658
5350234.00,1662.43642201509,50.7532257879558,2016,0.030529423631393
5350235.01,1841.4525684943,104.421868059189,2016,0.056706249102344
5350235.02,1349.7880929208,76.3988277040221,2016,0.056600608721257
5350236.01,2337.79699376859,293.595958902574,2016,0.125586592713206
5350236.02,2335.65934031558,148.505874796386,2016,0.063581992559035
5350237.01,2674.81,433.45,2016,0.162048893192414
5350237.02,657.39,67.08,2016,0.102039884999772
5350237.03,2682.86,515.99,2016,0.192328336178556
5350238.01,1440.51092464706,170.720454474046,2016,0.118513821417824
5350238.02,1350.80907535294,160.089545525954,2016,0.118513821417824
5350239.00,2565.34570183304,228.995403771827,2016,0.089264929716179
5350240.01,1070.3,51.69,2016,0.048294870597029
5350240.02,1945.76635071476,314.747221158194,2016,0.161760028917436
5350241.00,2089.9202620308,338.065562021238,2016,0.161760028917436
5350242.00,981.270424093355,158.730332177166,2016,0.161760028917436
5350243.01,737.945153495103,120.149118121143,2016,0.162815783194842
5350243.02,2958.73795517454,481.729237440046,2016,0.162815783194841
5350244.01,1836.62732468302,380.385684924814,2016,0.207110979899237
5350244.02,1835.69697348394,380.608911303359,2016,0.207337549062364
5350245.00,2315.8091095736,432.526464444224,2016,0.186771207806443
5350246.00,1725.9808904264,322.363535555776,2016,0.186771207806441
5350247.01,2503.6775385038,348.290430089827,2016,0.139111536822735
5350247.02,2366.54115822626,380.062912207873,2016,0.160598479720815
5350248.02,2142.86,879.13,2016,0.410260119653174
5350248.03,553.001472643131,8.70076333846306,2016,0.01573370735683
5350248.04,1502.11486849272,230.793513464656,2016,0.153645715321521
5350248.05,1145.92513150728,176.066486535344,2016,0.153645715321521
5350249.01,1335.63238269151,219.551229606137,2016,0.164379983932185
5350249.03,1196.6157028266,135.930247038194,2016,0.11359557351379
5350249.04,1177.18013763703,193.504852110063,2016,0.164379983932186
5350249.05,1009.75747967146,165.9839182838,2016,0.164379983932187
5350250.01,1507.13641405152,155.469625924144,2016,0.103155643029158
5350250.02,1470.77,223.15,2016,0.15172324700667
5350250.04,1864.8316574198,349.973856734617,2016,0.18767048239563
5350250.05,2968.96192852868,557.18651734124,2016,0.187670482395631
5350260.01,2308.92245320834,617.045925544381,2016,0.267244109773791
5350260.04,690.684515473854,184.581368472352,2016,0.267244109773791
5350260.05,933.780207282224,249.547260219524,2016,0.267244109773791
5350260.06,2917.76690997328,779.756020383233,2016,0.267244109773791
5350260.07,978.765914062299,261.56942538051,2016,0.267244109773791
5350261.00,2493.32,661.37,2016,0.265256766078963
5350262.01,2862.91,1018.74,2016,0.355840735475443
5350262.02,2008.29,440.85,2016,0.219515109869591
5350263.02,1495.51312719662,189.493046882987,2016,0.126707712180499
5350263.03,4157.48536676212,687.663769381376,2016,0.165403773848261
5350263.04,1574.06463323788,260.356230618624,2016,0.165403773848261
5350264.00,418.319171209325,15.525088864365,2016,0.037113022622136
5350265.00,1659.82,32.74,2016,0.019725030424986
5350266.00,1036.47,17.23,2016,0.016623732476579
5350267.00,2208.53690339001,51.86,2016,0.02348160898756
5350268.00,2763.19,401.15,2016,0.145176408426493
5350269.01,874.381167419248,153.012681418872,2016,0.174995399169554
5350269.02,2177.71869438467,373.19872474457,2016,0.171371410690865
5350270.01,2498.05,181.72,2016,0.0727447408979
5350270.02,1172.87677875787,159.068560238358,2016,0.135622567621143
5350271.01,1416.90186894492,192.163869533507,2016,0.135622567621143
5350271.02,1118.01135229721,151.627570228134,2016,0.135622567621143
5350272.01,1120.63733275501,265.934302234589,2016,0.237306302816816
5350272.02,2936.29393575185,696.801057876708,2016,0.237306302816816
5350273.01,1622.53855203339,73.394531216302,2016,0.04523438356785
5350273.02,1024.75031765583,47.8887025089584,2016,0.046732068957545
5350274.01,1465.29,165.09,2016,0.11266711708945
5350274.02,2295.74,115.74,2016,0.050415116694399
5350275.00,2224.13,263.56,2016,0.118500267520334
5350276.01,2764.81,407.47,2016,0.147377215794214
5350276.02,2720.43,411.13,2016,0.151126843918057
5350277.00,1044.23,9.38,2016,0.008982695383201
5350278.00,2430.75680546621,535.989295595547,2016,0.220503052543237
5350279.01,1517.51319453379,145.980704404453,2016,0.096197321334858
5350279.02,2340.73,552.74,2016,0.236140007604465
5350280.00,3117.59,791.86,2016,0.253997478821782
5350281.01,2519.7704037025,850.881512271795,2016,0.337682159859298
5350281.02,1059.68446062234,358.377155490889,2016,0.338192328762109
5350282.00,963.399450202765,39.9727677127751,2016,0.041491374843905
5350283.01,1732.84499210367,599.023215176788,2016,0.345687708887092
5350283.02,2213.66500789633,765.236784823212,2016,0.345687708887093
5350284.00,2491.15,489.01,2016,0.196298898099271
5350285.00,768.3,122.8,2016,0.159833398412079
5350286.00,1487.34605154505,213.719572733297,2016,0.143691895044389
5350287.02,2250.79394845495,773.700427266703,2016,0.343745560448928
5350287.03,1607.00768361763,555.361689511734,2016,0.345587451244493
5350287.04,1956.69231638237,676.208310488267,2016,0.345587451244493
5350288.00,4039.94458712852,701.531091147365,2016,0.173648691465344
5350289.00,1541.71001571834,192.729885310132,2016,0.125010464578406
5350290.01,1501.75541057766,413.765178470709,2016,0.275521017308372
5350290.02,536.564589422338,147.834821529291,2016,0.275521017308371
5350291.02,2217.43,482.43,2016,0.217562673906279
5350291.03,785.968864376977,110.285149261948,2016,0.140317453095765
5350291.04,972.401135623023,136.444850738052,2016,0.140317453095765
5350292.00,3105.55444905982,482.925128040722,2016,0.155503674452375
5350293.00,1583.66316061154,229.749457496182,2016,0.145074699728106
5350294.01,1304.68421391641,352.997865524586,2016,0.270561919703891
5350294.02,1569.96825820926,424.767320300672,2016,0.270557903371353
5350295.00,1723.79752787432,210.474814174742,2016,0.122099498793392
5350296.00,1357.23426107751,165.795931288407,2016,0.122157195734789
5350297.01,1971.33773470018,394.935406627265,2016,0.200338785016628
5350297.02,2836.30013221813,568.220922431082,2016,0.200338785016628
5350298.00,1315.96,74.64,2016,0.056719049211222
5350299.01,6089.10009721568,1230.90080135415,2016,0.20214822908183
5350299.02,295.139747720232,59.6619773333033,2016,0.202148229081831
5350300.00,6956.07,1683.64,2016,0.242038967405446
5350301.01,977.74,204.71,2016,0.209370589318224
5350301.03,2281.21016150908,672.934146385559,2016,0.294989982834547
5350301.04,3103.22983849092,769.365853614441,2016,0.247924225293148
