"dauid","ctuid"
"24600179","4620692.00"
"24600218","4620681.00"
"24230762","4210280.03"
"24600176","4620694.00"
"24600158","4620677.05"
"24600030","4620682.03"
"24660026","4620581.01"
"24600115","4620677.01"
"24600056","4620676.02"
"24600201","4621000.00"
"24600031","4620682.03"
"24600207","4621000.00"
"24600071","4620676.02"
"24600037","4620682.04"
"24370291","4420213.00"
"24600123","4620677.07"
"24600230","4620677.08"
"24520102","4620691.00"
"24600109","4620677.01"
"24600017","4620682.06"
"24590186","4621002.00"
"24590185","4621002.00"
"24600141","4620677.08"
"24230829","4210311.02"
"24590156","4620904.04"
"24590183","4621002.00"
"24231029","4210038.01"
"24230744","4210240.01"
"24590013","4620904.02"
"24230895","4210360.02"
"24230732","4210041.05"
"24660059","4620584.00"
"24600041","4620677.05"
"24230023","4210320.08"
"24600133","4620677.08"
"24520110","4620690.00"
"24600172","4620694.00"
"24600199","4621001.00"
"24230142","4210027.00"
"24660004","4620580.03"
"24600108","4620677.02"
"24600126","4620677.07"
"24600043","4620677.05"
"24600029","4620682.03"
"24600139","4620677.08"
"24580209","4620866.00"
"24600187","4620693.00"
"24210068","4210510.00"
"24600159","4620677.05"
"24230430","4210160.05"
"24590188","4621002.00"
"24230042","4210320.02"
"24600036","4620682.04"
"24230773","4210033.01"
"24520111","4620690.00"
"24600138","4620677.08"
"24230839","4210029.00"
"24230893","4210360.02"
"24230807","4210290.01"
"24520116","4620690.00"
"24230782","4210033.02"
"24250210","4210800.02"
"24230325","4210034.00"
"24660003","4620580.03"
"24230118","4210026.00"
"24600182","4620692.00"
"24600219","4620681.00"
"24600134","4620677.09"
"24230337","4210270.01"
"24230017","4210320.07"
"24590165","4620904.05"
"24600132","4620677.08"
"24600195","4620693.00"
"24600194","4620693.00"
"24600014","4620682.06"
"24600213","4620692.00"
"24600022","4620682.04"
"24600216","4620681.00"
"24600214","4620692.00"
"24600027","4620682.03"
"24600124","4620677.07"
"24600121","4620677.07"
"24380052","4420300.02"
"24600120","4620677.07"
"24230953","4210230.01"
"24600119","4620677.07"
"24230967","4210041.03"
"24520103","4620691.00"
"24230376","4210280.01"
"24230116","4210026.00"
"24600177","4620694.00"
"24230740","4210240.02"
"24600203","4621000.00"
"24580711","4620863.02"
"24230933","4210210.01"
"24520112","4620690.00"
"24600149","4620677.09"
"24600028","4620682.03"
"24230809","4210290.01"
"24230805","4210290.01"
"24600106","4620677.02"
"24600023","4620682.05"
"24600223","4620677.10"
"24230951","4210230.01"
"24230802","4210280.01"
"24600151","4620677.09"
"24230368","4210273.04"
"24600183","4620692.00"
"24230372","4210273.04"
"24230817","4210273.01"
"24230943","4210230.02"
"24230432","4210160.03"
"24600190","4620693.00"
"24600021","4620682.05"
"24230768","4210270.01"
"24600118","4620677.07"
"24600206","4621000.00"
"24250184","4210835.03"
"24340107","4210901.00"
"24250113","4210835.05"
"24250309","4210835.07"
"24250060","4210846.02"
"24250011","4210830.02"
"24250091","4210835.07"
"24250078","4210835.03"
"24250057","4210840.01"
"24230544","4210120.02"
"24250026","4210840.01"
"24250041","4210846.03"
"24250108","4210835.06"
"24260037","4210845.05"
"24250028","4210840.01"
"24260043","4210845.05"
"24250016","4210830.02"
"24250086","4210835.07"
"24250090","4210835.07"
"24250127","4210846.04"
"24250027","4210840.01"
"24250039","4210846.04"
"24250080","4210835.03"
"24231100","4210600.06"
"24190081","4210900.00"
"24260038","4210845.05"
"24250181","4210846.04"
"24250285","4210850.03"
"24250094","4210835.04"
"24250128","4210846.02"
"24231068","4210600.04"
"24250106","4210835.06"
"24250066","4210845.04"
"24231097","4210600.06"
"24250096","4210835.04"
"24250102","4210835.07"
"24190080","4210900.00"
"24250032","4210840.02"
"24250116","4210840.02"
"24250183","4210840.01"
"24260039","4210845.05"
"24250291","4210850.05"
"24250048","4210846.02"
"24250036","4210846.04"
"24231061","4210600.04"
"24250100","4210835.05"
"24260041","4210845.05"
"24250287","4210850.04"
"24580579","4620855.03"
"24250299","4210850.02"
"24250076","4210845.03"
"24250098","4210835.05"
"24250074","4210845.03"
"24231066","4210600.04"
"24250111","4210835.05"
"24250110","4210835.05"
"24250040","4210846.03"
"24330041","4210902.00"
"24190082","4210900.00"
"24250073","4210845.04"
"24250123","4210846.04"
"24250301","4210850.03"
"24250185","4210840.02"
"24230533","4210120.02"
"24330092","4210902.00"
"24250023","4210840.01"
"24580595","4620854.02"
"24250293","4210850.05"
"24250024","4210840.01"
"24250033","4210835.03"
"24250306","4210845.06"
"24231070","4210600.03"
"24250047","4210846.02"
"24231064","4210600.04"
"24250305","4210850.03"
"24250093","4210835.04"
"24250059","4210846.02"
"24250061","4210846.03"
"24260040","4210845.05"
"24250029","4210840.01"
"24250115","4210840.02"
"24250082","4210835.03"
"24231062","4210600.04"
"24231102","4210600.06"
"24231067","4210600.04"
"24250304","4210850.03"
"24250314","4210846.04"
"24580023","4620877.02"
"24250063","4210845.03"
"24340101","4210901.00"
"24250099","4210835.05"
"24250067","4210845.04"
"24250043","4210846.02"
"24340106","4210901.00"
"24230542","4210120.02"
"24231065","4210600.04"
"24250037","4210846.04"
"24250126","4210846.04"
"24250186","4210830.02"
"24250025","4210840.01"
"24250013","4210830.02"
"24250117","4210835.03"
"24580226","4620876.01"
"24250124","4210846.04"
"24250022","4210840.02"
"24230545","4210120.02"
"24580596","4620854.02"
"24580113","4620873.02"
"24580004","4620886.01"
"24250300","4210850.02"
"24230921","4210120.02"
"24250079","4210835.03"
"24190083","4210900.00"
"24250103","4210835.07"
"24250012","4210830.02"
"24250045","4210846.02"
"24250101","4210835.04"
"24250071","4210845.04"
"24250097","4210835.04"
"24250087","4210835.07"
"24250075","4210845.03"
"24250064","4210845.04"
"24580022","4620877.02"
"24250182","4210835.03"
"24231086","4210600.06"
"24250294","4210850.05"
"24230546","4210120.02"
"24250107","4210835.06"
"24231093","4210600.05"
"24570082","4620853.04"
"24231101","4210600.06"
"24231063","4210600.04"
"24250289","4210850.04"
"24250065","4210845.04"
"24250018","4210840.02"
"24250019","4210840.02"
"24250088","4210835.07"
"24250035","4210846.04"
"24250112","4210835.05"
"24250308","4210835.06"
"24250109","4210835.05"
"24231096","4210600.06"
"24250302","4210850.03"
"24250092","4210835.04"
"24580065","4620879.01"
"24250122","4210846.04"
"24570243","4620853.03"
"24250095","4210835.04"
"24250292","4210850.05"
"24250042","4210846.02"
"24250044","4210846.02"
"24250307","4210845.06"
"24250070","4210845.04"
"24250089","4210835.07"
"24250046","4210846.02"
"24250303","4210850.03"
"24250295","4210850.05"
"24231069","4210600.04"
"24250114","4210840.02"
"24580256","4620876.05"
"24250313","4210846.04"
"24580242","4620876.04"
"24250068","4210845.04"
"24250296","4210850.05"
"24250297","4210850.02"
"24250290","4210850.05"
"24662921","4620585.02"
"24750152","4620791.00"
"24730067","4620703.02"
"24650262","4620660.03"
"24650102","4620632.02"
"24660272","4620603.01"
"24662885","4620290.09"
"24662849","4620594.02"
"24661506","4620233.00"
"24640264","4620687.07"
"24662786","4620617.01"
"24650019","4620625.02"
"24640136","4620685.04"
"24650248","4620627.00"
"24662874","4620290.06"
"24640068","4620686.03"
"24660255","4620252.00"
"24661483","4620250.00"
"24740017","4620735.02"
"24660117","4620012.01"
"24750024","4620784.00"
"24662032","4620179.00"
"24660246","4620252.00"
"24660345","4620257.00"
"24661977","4620204.00"
"24730033","4620709.02"
"24650185","4620639.00"
"24661836","4620140.00"
"24661899","4620146.00"
"24660288","4620605.01"
"24750050","4620781.00"
"24740050","4620734.05"
"24640248","4620684.05"
"24660463","4620237.00"
"24660373","4620258.00"
"24660064","4620003.00"
"24650604","4620662.00"
"24650551","4620659.11"
"24650473","4620658.01"
"24730112","4620702.02"
"24750149","4620791.00"
"24660023","4620581.02"
"24661502","4620234.00"
"24662787","4620617.01"
"24662804","4620616.00"
"24661999","4620185.00"
"24661481","4620249.00"
"24650214","4620629.00"
"24730192","4620710.08"
"24650608","4620641.01"
"24650129","4620636.00"
"24662637","4620262.00"
"24660080","4620007.00"
"24660164","4620590.02"
"24661661","4620203.00"
"24662799","4620618.00"
"24660134","4620195.03"
"24663222","4620195.02"
"24650467","4620658.02"
"24661744","4620021.00"
"24660401","4620604.01"
"24661788","4620033.00"
"24661913","4620147.00"
"24660230","4620601.02"
"24663292","4620009.00"
"24810029","5050710.01"
"24650469","4620658.01"
"24661731","4620016.00"
"24580126","4620883.00"
"24661717","4620010.00"
"24650126","4620635.00"
"24662666","4620276.00"
"24640081","4620686.03"
"24662101","4620209.00"
"24662929","4620582.01"
"24661904","4620158.00"
"24661774","4620031.00"
"24730099","4620701.02"
"24660497","4620266.00"
"24740015","4620735.02"
"24650121","4620636.00"
"24720121","4620725.06"
"24662045","4620030.00"
"24650156","4620642.00"
"24730060","4620704.01"
"24640039","4620684.03"
"24660082","4620004.00"
"24662578","4620278.00"
"24640238","4620700.01"
"24661895","4620147.00"
"24640022","4620685.04"
"24650040","4620661.03"
"24730215","4620703.03"
"24660400","4620605.02"
"24650204","4620634.00"
"24650189","4620638.03"
"24580042","4620881.02"
"24740002","4620735.01"
"24650566","4620660.01"
"24660471","4620237.00"
"24660271","4620603.01"
"24660163","4620590.01"
"24661885","4620047.00"
"24661995","4620184.00"
"24662947","4620291.01"
"24730076","4620703.04"
"24730157","4620704.05"
"24662058","4620014.01"
"24650284","4620635.00"
"24661971","4620179.00"
"24650066","4620660.02"
"24730027","4620709.02"
"24662020","4620181.00"
"24662748","4620617.01"
"24730161","4620704.05"
"24730029","4620709.02"
"24580044","4620882.00"
"24730031","4620709.02"
"24661821","4620177.00"
"24662814","4620610.07"
"24661747","4620022.00"
"24662532","4620279.00"
"24730040","4620705.02"
"24650600","4620642.00"
"24660490","4620267.00"
"24662100","4620208.00"
"24663298","4620594.01"
"24650020","4620625.01"
"24740003","4620735.01"
"24662694","4620619.00"
"24661712","4620013.00"
"24810026","5050710.01"
"24730100","4620701.02"
"24660123","4620190.01"
"24660078","4620007.00"
"24661912","4620147.00"
"24650206","4620633.00"
"24640235","4620700.01"
"24662725","4620612.00"
"24750154","4620791.00"
"24662932","4620581.02"
"24660137","4620195.03"
"24730149","4620704.04"
"24660419","4620249.00"
"24650103","4620632.01"
"24650006","4620625.02"
"24660389","4620603.01"
"24660127","4620195.02"
"24663331","4620037.00"
"24660104","4620010.00"
"24660062","4620002.00"
"24650552","4620659.11"
"24730207","4620710.06"
"24661656","4620207.00"
"24661687","4620195.01"
"24660245","4620252.00"
"24661898","4620146.00"
"24640026","4620685.03"
"24730082","4620703.03"
"24640210","4620687.01"
"24650098","4620632.02"
"24640207","4620687.03"
"24650183","4620639.00"
"24660362","4620253.00"
"24650034","4620662.00"
"24660254","4620253.00"
"24663323","4620015.00"
"24660417","4620249.00"
"24650584","4620657.03"
"24580039","4620881.01"
"24662692","4620619.00"
"24662937","4620291.03"
"24650067","4620660.02"
"24730094","4620701.02"
"24730052","4620706.00"
"24750183","4620789.00"
"24640023","4620685.03"
"24640270","4620700.04"
"24662014","4620186.00"
"24640018","4620685.04"
"24650205","4620634.00"
"24640237","4620700.01"
"24580140","4620884.02"
"24730074","4620703.04"
"24662857","4620290.02"
"24662831","4620290.09"
"24660081","4620004.00"
"24730195","4620710.08"
"24660387","4620604.01"
"24730021","4620709.01"
"24650051","4620661.01"
"24640231","4620700.04"
"24663218","4620191.00"
"24730153","4620704.05"
"24661723","4620009.00"
"24730019","4620710.03"
"24730177","4620704.08"
"24661969","4620179.00"
"24730142","4620704.04"
"24662975","4620274.00"
"24660394","4620603.03"
"24663229","4620005.00"
"24661705","4620197.00"
"24661737","4620019.00"
"24662674","4620613.00"
"24662722","4620612.00"
"24730268","4620710.05"
"24580144","4620883.00"
"24661811","4620155.00"
"24650481","4620657.01"
"24662003","4620185.00"
"24662952","4620582.02"
"24650291","4620641.02"
"24663326","4620015.00"
"24662661","4620276.00"
"24661663","4620202.00"
"24662083","4620198.00"
"24662652","4620272.00"
"24660356","4620256.00"
"24660510","4620269.00"
"24810033","5050710.02"
"24730205","4620710.03"
"24660252","4620252.00"
"24661486","4620251.02"
"24662651","4620272.00"
"24580060","4620879.02"
"24661765","4620026.00"
"24663282","4620290.05"
"24662655","4620277.00"
"24660209","4620600.01"
"24660102","4620007.00"
"24661630","4620251.01"
"24730197","4620710.08"
"24662969","4620605.04"
"24660211","4620600.01"
"24662024","4620181.00"
"24650079","4620632.04"
"24662614","4620265.00"
"24660437","4620234.00"
"24650581","4620659.05"
"24661474","4620209.00"
"24661809","4620152.00"
"24660474","4620228.00"
"24640256","4620684.05"
"24660319","4620604.05"
"24662927","4620582.01"
"24661662","4620203.00"
"24650264","4620660.03"
"24661725","4620008.00"
"24660229","4620601.01"
"24650161","4620642.00"
"24660467","4620227.00"
"24740012","4620735.02"
"24800084","5050903.00"
"24662752","4620610.02"
"24661897","4620147.00"
"24661835","4620160.00"
"24720003","4620725.04"
"24660287","4620605.01"
"24661972","4620179.00"
"24662832","4620290.09"
"24730048","4620707.00"
"24650213","4620629.00"
"24650228","4620630.02"
"24660074","4620004.00"
"24580124","4620883.00"
"24650463","4620658.03"
"24650135","4620638.01"
"24810028","5050710.01"
"24730271","4620710.05"
"24662085","4620196.00"
"24660152","4620192.00"
"24650670","4620643.01"
"24662084","4620198.00"
"24640073","4620686.02"
"24662640","4620263.00"
"24750081","4620782.00"
"24750083","4620782.00"
"24660283","4620605.03"
"24650217","4620628.01"
"24660275","4620600.03"
"24660085","4620005.00"
"24662525","4620279.00"
"24730119","4620710.11"
"24662103","4620013.00"
"24661666","4620201.00"
"24661710","4620013.00"
"24662022","4620187.04"
"24730172","4620704.09"
"24640259","4620687.07"
"24730096","4620701.02"
"24660363","4620253.00"
"24750180","4620792.00"
"24650061","4620660.03"
"24640082","4620686.03"
"24662789","4620617.01"
"24662053","4620014.01"
"24660278","4620605.05"
"24660269","4620603.01"
"24661786","4620034.00"
"24650445","4620657.02"
"24661792","4620035.00"
"24661639","4620207.00"
"24662895","4620291.01"
"24662839","4620290.01"
"24650014","4620625.02"
"24662713","4620613.00"
"24740005","4620735.01"
"24662934","4620585.02"
"24650223","4620630.01"
"24730059","4620704.01"
"24661441","4620173.00"
"24660349","4620257.00"
"24661508","4620232.00"
"24650188","4620638.03"
"24660202","4620592.00"
"24740027","4620734.03"
"24640224","4620687.01"
"24662833","4620290.09"
"24640080","4620686.03"
"24662774","4620610.04"
"24660236","4620198.00"
"24650005","4620625.01"
"24662930","4620581.02"
"24660450","4620235.00"
"24580127","4620883.00"
"24650010","4620625.02"
"24750184","4620789.00"
"24662066","4620014.01"
"24662634","4620262.00"
"24662002","4620185.00"
"24730169","4620704.09"
"24661738","4620019.00"
"24661746","4620024.00"
"24650209","4620633.00"
"24662878","4620290.06"
"24661920","4620019.00"
"24650466","4620658.02"
"24661521","4620232.00"
"24662933","4620585.02"
"24730066","4620703.02"
"24730241","4620688.02"
"24650699","4620659.04"
"24650004","4620625.01"
"24750187","4620789.00"
"24640034","4620684.03"
"24640072","4620686.02"
"24730194","4620710.08"
"24650540","4620659.08"
"24662650","4620272.00"
"24740028","4620734.03"
"24650607","4620634.00"
"24660183","4620592.00"
"24662980","4620240.00"
"24640021","4620685.04"
"24661910","4620157.00"
"24660057","4620570.00"
"24661447","4620210.00"
"24660302","4620605.03"
"24662881","4620290.06"
"24662851","4620290.02"
"24662683","4620613.00"
"24660198","4620592.00"
"24660174","4620591.01"
"24650258","4620631.00"
"24660170","4620591.01"
"24663231","4620002.00"
"24662800","4620616.00"
"24640225","4620687.01"
"24650239","4620628.01"
"24660125","4620195.02"
"24662830","4620290.09"
"24730080","4620703.02"
"24662979","4620273.00"
"24663217","4620191.00"
"24662967","4620611.01"
"24660173","4620193.00"
"24660129","4620195.02"
"24580033","4620884.02"
"24661782","4620029.00"
"24640233","4620700.04"
"24662092","4620183.00"
"24580128","4620884.02"
"24650023","4620626.00"
"24650160","4620642.00"
"24660410","4620258.00"
"24662925","4620582.02"
"24640250","4620684.05"
"24650016","4620625.02"
"24661728","4620016.00"
"24650569","4620632.04"
"24650108","4620637.01"
"24650563","4620660.01"
"24650455","4620658.02"
"24650211","4620629.00"
"24650071","4620632.04"
"24662632","4620262.00"
"24662721","4620616.00"
"24662861","4620290.07"
"24650557","4620659.06"
"24662691","4620615.00"
"24662883","4620290.06"
"24661757","4620027.00"
"24661791","4620035.00"
"24660190","4620590.02"
"24661499","4620244.00"
"24650462","4620658.03"
"24660072","4620003.00"
"24661507","4620232.00"
"24661861","4620044.00"
"24662942","4620291.04"
"24660096","4620008.00"
"24662808","4620617.01"
"24662887","4620290.05"
"24650212","4620629.00"
"24730117","4620710.11"
"24650122","4620636.00"
"24660482","4620267.00"
"24662074","4620186.00"
"24660095","4620008.00"
"24661667","4620201.00"
"24661767","4620014.01"
"24650571","4620632.02"
"24660418","4620249.00"
"24660241","4620601.02"
"24650275","4620630.01"
"24580034","4620879.02"
"24662663","4620276.00"
"24662584","4620271.00"
"24661870","4620041.00"
"24650155","4620642.00"
"24650153","4620642.00"
"24810032","5050710.02"
"24730174","4620704.09"
"24662843","4620290.09"
"24650120","4620636.00"
"24650041","4620661.03"
"24650049","4620661.04"
"24662601","4620264.02"
"24661740","4620025.00"
"24661756","4620027.00"
"24740024","4620734.04"
"24661635","4620206.00"
"24662977","4620274.00"
"24662041","4620188.02"
"24662797","4620618.00"
"24662813","4620610.07"
"24661773","4620029.00"
"24662004","4620188.01"
"24650533","4620659.05"
"24662964","4620610.01"
"24661702","4620600.01"
"24750156","4620791.00"
"24730122","4620708.01"
"24662764","4620610.06"
"24650081","4620632.04"
"24660141","4620195.03"
"24730120","4620708.02"
"24650174","4620641.01"
"24730132","4620708.02"
"24661726","4620009.00"
"24580043","4620881.02"
"24650226","4620630.02"
"24663223","4620195.03"
"24661808","4620151.00"
"24650536","4620659.05"
"24660498","4620265.00"
"24650162","4620642.00"
"24650247","4620627.00"
"24662654","4620277.00"
"24650610","4620658.03"
"24661640","4620209.00"
"24662528","4620279.00"
"24661827","4620174.00"
"24750040","4620783.00"
"24661464","4620214.00"
"24640183","4620687.09"
"24650095","4620632.01"
"24650031","4620662.00"
"24661489","4620250.00"
"24661701","4620600.01"
"24650577","4620661.01"
"24660118","4620191.00"
"24660279","4620605.02"
"24660485","4620267.00"
"24660120","4620191.00"
"24662026","4620153.00"
"24650046","4620661.01"
"24660444","4620230.00"
"24662097","4620208.00"
"24720001","4620725.04"
"24730116","4620710.11"
"24662581","4620271.00"
"24661864","4620045.00"
"24661498","4620243.00"
"24662750","4620610.02"
"24661909","4620157.00"
"24730102","4620702.02"
"24662533","4620280.00"
"24650013","4620625.02"
"24730046","4620707.00"
"24662941","4620291.04"
"24662828","4620290.09"
"24661685","4620196.00"
"24730042","4620705.02"
"24662729","4620615.00"
"24650104","4620632.01"
"24650555","4620659.06"
"24650605","4620632.03"
"24662573","4620278.00"
"24661679","4620198.00"
"24661902","4620158.00"
"24662524","4620281.00"
"24810027","5050710.01"
"24660233","4620601.02"
"24820070","5050901.00"
"24640027","4620685.03"
"24730091","4620701.02"
"24660331","4620259.00"
"24660169","4620591.01"
"24660167","4620591.02"
"24650276","4620630.01"
"24740019","4620734.04"
"24660473","4620236.00"
"24662645","4620273.00"
"24650138","4620638.04"
"24750179","4620792.00"
"24640258","4620687.07"
"24650252","4620627.00"
"24662936","4620291.03"
"24750192","4620788.00"
"24661695","4620601.01"
"24750158","4620791.00"
"24660153","4620192.00"
"24730053","4620706.00"
"24660200","4620592.00"
"24662792","4620617.02"
"24650084","4620632.03"
"24661711","4620013.00"
"24662794","4620617.02"
"24662040","4620187.03"
"24661752","4620028.00"
"24650567","4620660.02"
"24740020","4620734.04"
"24640262","4620687.07"
"24661966","4620210.00"
"24662665","4620276.00"
"24662923","4620582.02"
"24730038","4620705.02"
"24662919","4620583.00"
"24750157","4620791.00"
"24740014","4620735.02"
"24640182","4620687.09"
"24750193","4620788.00"
"24660395","4620603.02"
"24660315","4620604.01"
"24750189","4620788.00"
"24660109","4620012.01"
"24660222","4620600.03"
"24660469","4620227.00"
"24661750","4620024.00"
"24662854","4620290.02"
"24661968","4620179.00"
"24730137","4620708.01"
"24650476","4620658.01"
"24740008","4620735.02"
"24730089","4620701.02"
"24650017","4620625.02"
"24660411","4620259.00"
"24650565","4620660.01"
"24730051","4620706.00"
"24650274","4620630.01"
"24661719","4620013.00"
"24661718","4620010.00"
"24663324","4620015.00"
"24580057","4620880.00"
"24661629","4620215.00"
"24640038","4620684.09"
"24663451","4620218.00"
"24810037","5050710.02"
"24650030","4620662.00"
"24730109","4620702.02"
"24650128","4620636.00"
"24662782","4620610.03"
"24662783","4620610.03"
"24660178","4620591.02"
"24661879","4620036.00"
"24740009","4620735.02"
"24640302","4620687.09"
"24740010","4620735.02"
"24640070","4620686.03"
"24660260","4620602.02"
"24640083","4620686.03"
"24662056","4620014.01"
"24640227","4620687.01"
"24660030","4620581.01"
"24650007","4620625.01"
"24662858","4620290.02"
"24662880","4620290.06"
"24640229","4620700.04"
"24730095","4620701.02"
"24662712","4620613.00"
"24662638","4620263.00"
"24730143","4620704.04"
"24661834","4620162.00"
"24660346","4620256.00"
"24730063","4620704.01"
"24662077","4620188.01"
"24662974","4620274.00"
"24650208","4620633.00"
"24661766","4620019.00"
"24662069","4620188.02"
"24660235","4620198.00"
"24661777","4620187.01"
"24662653","4620277.00"
"24661497","4620243.00"
"24662636","4620262.00"
"24662582","4620278.00"
"24730165","4620704.08"
"24650198","4620638.03"
"24662852","4620290.02"
"24660227","4620601.01"
"24650230","4620630.02"
"24650086","4620632.03"
"24662853","4620290.02"
"24660383","4620604.03"
"24662877","4620290.06"
"24650093","4620632.03"
"24750185","4620789.00"
"24750150","4620792.00"
"24640037","4620684.03"
"24660370","4620258.00"
"24640036","4620684.03"
"24640041","4620684.03"
"24640171","4620687.09"
"24640213","4620687.04"
"24661994","4620184.00"
"24660166","4620591.02"
"24661772","4620029.00"
"24660416","4620250.00"
"24650556","4620659.06"
"24650124","4620634.00"
"24662763","4620610.06"
"24661745","4620022.00"
"24640212","4620687.01"
"24661496","4620243.00"
"24660428","4620243.00"
"24660020","4620585.02"
"24580125","4620883.00"
"24662870","4620290.08"
"24661826","4620174.00"
"24663333","4620037.00"
"24661893","4620149.00"
"24740013","4620735.02"
"24662856","4620290.02"
"24662834","4620290.06"
"24660083","4620005.00"
"24660146","4620593.02"
"24660154","4620193.00"
"24660076","4620004.00"
"24660197","4620592.00"
"24660276","4620605.05"
"24660073","4620003.00"
"24662734","4620611.01"
"24730193","4620710.08"
"24660128","4620195.02"
"24730073","4620703.04"
"24660277","4620605.05"
"24660218","4620600.03"
"24650091","4620632.01"
"24650538","4620659.11"
"24661704","4620197.00"
"24740004","4620735.01"
"24662005","4620188.01"
"24662541","4620280.00"
"24662978","4620273.00"
"24650238","4620628.01"
"24660185","4620592.00"
"24660314","4620604.01"
"24660022","4620581.02"
"24730124","4620708.01"
"24663230","4620002.00"
"24661633","4620203.00"
"24662591","4620264.01"
"24661482","4620250.00"
"24661978","4620204.00"
"24730214","4620703.03"
"24661980","4620204.00"
"24650137","4620638.04"
"24640226","4620687.01"
"24661787","4620033.00"
"24660187","4620592.00"
"24750181","4620792.00"
"24650096","4620632.01"
"24640251","4620684.05"
"24660371","4620258.00"
"24662946","4620291.04"
"24660369","4620258.00"
"24662944","4620291.04"
"24662732","4620604.04"
"24660364","4620253.00"
"24730064","4620703.02"
"24662000","4620185.00"
"24662677","4620613.00"
"24662660","4620277.00"
"24660257","4620254.00"
"24661892","4620149.00"
"24660238","4620200.00"
"24662693","4620619.00"
"24661855","4620044.00"
"24660228","4620601.01"
"24730098","4620701.02"
"24650221","4620628.02"
"24650453","4620658.02"
"24662690","4620615.00"
"24640202","4620687.03"
"24650564","4620660.01"
"24580142","4620884.02"
"24661690","4620195.01"
"24650270","4620633.00"
"24650144","4620638.01"
"24662633","4620262.00"
"24650163","4620642.00"
"24660186","4620592.00"
"24650283","4620635.00"
"24661854","4620044.00"
"24662521","4620281.00"
"24660175","4620193.00"
"24650708","4620625.02"
"24650285","4620640.00"
"24662751","4620610.02"
"24650710","4620625.01"
"24661631","4620202.00"
"24660094","4620008.00"
"24650169","4620641.02"
"24730211","4620702.02"
"24650573","4620659.11"
"24662672","4620275.00"
"24730187","4620709.01"
"24650150","4620637.01"
"24662641","4620263.00"
"24661755","4620028.00"
"24650109","4620637.01"
"24661842","4620142.00"
"24650125","4620635.00"
"24660258","4620602.02"
"24662680","4620613.00"
"24662093","4620183.00"
"24650273","4620630.01"
"24661918","4620022.00"
"24660347","4620256.00"
"24662642","4620263.00"
"24650151","4620637.01"
"24660244","4620252.00"
"24661869","4620041.00"
"24661828","4620174.00"
"24660445","4620230.00"
"24661444","4620215.00"
"24662572","4620278.00"
"24660274","4620605.05"
"24660367","4620258.00"
"24730162","4620704.05"
"24662628","4620256.00"
"24740011","4620735.02"
"24661781","4620033.00"
"24662810","4620610.03"
"24660079","4620007.00"
"24580138","4620884.02"
"24730265","4620709.01"
"24660077","4620007.00"
"24661484","4620250.00"
"24650207","4620634.00"
"24650127","4620635.00"
"24661871","4620039.00"
"24661988","4620180.00"
"24661491","4620249.00"
"24730118","4620710.11"
"24580139","4620884.02"
"24662575","4620278.00"
"24730025","4620710.06"
"24660360","4620251.02"
"24662531","4620279.00"
"24650609","4620658.03"
"24661979","4620204.00"
"24660149","4620192.00"
"24730039","4620705.02"
"24663319","4620011.00"
"24662719","4620616.00"
"24750045","4620783.00"
"24660179","4620591.02"
"24730198","4620710.08"
"24660148","4620191.00"
"24650477","4620657.01"
"24650246","4620627.00"
"24663317","4620011.00"
"24650249","4620627.00"
"24662739","4620611.02"
"24650260","4620660.03"
"24662746","4620611.02"
"24660495","4620265.00"
"24660132","4620195.02"
"24650177","4620638.04"
"24662796","4620617.02"
"24662105","4620190.01"
"24650468","4620658.02"
"24660312","4620605.04"
"24661967","4620209.00"
"24662604","4620265.00"
"24663330","4620037.00"
"24662094","4620182.00"
"24720122","4620725.04"
"24661490","4620249.00"
"24661802","4620152.00"
"24650657","4620661.04"
"24660415","4620250.00"
"24650145","4620638.01"
"24661653","4620209.00"
"24730030","4620709.02"
"24650454","4620658.02"
"24650001","4620662.00"
"24661829","4620158.00"
"24640084","4620686.03"
"24650170","4620641.01"
"24730077","4620703.04"
"24661626","4620219.00"
"24661748","4620024.00"
"24730028","4620709.02"
"24662717","4620616.00"
"24662727","4620612.00"
"24662689","4620615.00"
"24660466","4620226.00"
"24650585","4620657.02"
"24580132","4620884.01"
"24660214","4620600.03"
"24661884","4620046.00"
"24650474","4620658.01"
"24661865","4620045.00"
"24661436","4620171.00"
"24662982","4620239.00"
"24650460","4620658.03"
"24662609","4620226.00"
"24662803","4620611.02"
"24661463","4620214.00"
"24640287","4620687.10"
"24662876","4620290.06"
"24730138","4620703.04"
"24730047","4620707.00"
"24650015","4620625.02"
"24662726","4620612.00"
"24661691","4620197.00"
"24660391","4620603.03"
"24661686","4620196.00"
"24661676","4620198.00"
"24660385","4620604.03"
"24650074","4620632.04"
"24661713","4620013.00"
"24661696","4620195.01"
"24663322","4620015.00"
"24661896","4620147.00"
"24650480","4620657.01"
"24810406","5050710.01"
"24662709","4620614.00"
"24661655","4620207.00"
"24650105","4620632.01"
"24662781","4620610.03"
"24663232","4620004.00"
"24660084","4620005.00"
"24580123","4620882.00"
"24580038","4620881.01"
"24663328","4620015.00"
"24662608","4620226.00"
"24662008","4620185.00"
"24580029","4620885.00"
"24662089","4620201.00"
"24650452","4620657.02"
"24640236","4620700.01"
"24660448","4620235.00"
"24750052","4620781.00"
"24640254","4620684.05"
"24640187","4620687.07"
"24640047","4620684.11"
"24650054","4620661.01"
